idx,gp,year,circuit,compound,deg_r2,deg_rmse,deg_scope,deg_n_samples,outlap_scope,outlap_n_samples
0,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
1,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
2,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
3,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
4,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
5,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
6,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
7,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
8,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
9,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
10,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
11,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
12,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
13,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
14,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
15,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
16,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
17,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
18,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
19,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
20,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
21,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
22,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
23,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
24,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
25,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
26,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
27,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
28,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
29,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
30,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
31,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
32,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
33,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
34,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
35,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
36,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
37,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
38,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
39,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
40,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
41,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
42,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
43,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
44,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
45,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
46,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
47,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
48,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
49,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
50,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
51,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
52,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
53,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
54,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
55,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
56,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
57,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
58,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
59,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
60,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
61,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
62,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
63,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
64,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
65,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
66,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
67,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
68,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
69,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
70,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
71,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
72,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
73,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
74,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
75,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
76,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
77,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
78,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
79,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
80,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
81,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
82,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
83,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
84,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
85,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
86,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
87,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
88,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
89,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
90,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
91,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
92,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
93,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
94,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
95,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
96,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
97,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
98,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
99,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
100,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
101,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
102,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
103,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
104,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
105,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
106,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
107,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
108,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
109,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
110,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
111,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
112,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
113,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
114,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
115,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
116,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
117,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
118,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
119,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
120,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
121,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
122,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
123,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
124,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
125,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
126,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
127,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
128,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
129,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
130,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
131,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
132,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
133,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
134,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
135,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
136,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
137,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
138,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
139,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
140,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
141,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
142,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
143,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
144,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
145,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
146,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
147,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
148,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
149,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
150,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
151,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
152,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
153,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
154,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
155,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
156,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
157,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
158,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
159,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
160,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
161,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
162,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
163,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
164,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
165,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
166,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
167,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
168,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
169,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
170,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
171,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
172,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
173,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
174,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
175,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
176,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
177,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
178,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
179,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
180,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
181,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
182,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
183,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
184,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
185,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
186,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
187,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
188,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
189,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
190,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
191,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
192,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
193,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
194,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
195,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
196,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
197,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
198,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
199,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
200,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
201,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
202,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
203,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
204,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
205,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
206,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
207,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
208,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
209,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
210,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
211,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
212,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
213,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
214,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
215,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
216,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
217,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
218,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
219,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
220,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
221,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
222,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
223,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
224,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
225,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
226,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
227,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
228,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
229,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
230,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
231,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
232,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
233,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
234,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
235,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
236,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
237,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
238,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
239,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
240,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
241,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
242,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
243,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
244,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
245,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
246,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
247,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
248,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
249,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
250,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
251,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
252,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
253,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
254,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
255,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
256,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
257,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
258,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
259,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
260,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
261,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
262,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
263,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
264,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
265,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
266,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
267,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
268,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
269,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
270,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
271,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
272,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
273,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
274,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
275,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
276,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
277,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
278,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
279,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
280,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
281,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
282,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
283,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
284,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
285,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
286,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
287,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
288,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
289,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
290,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
291,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
292,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
293,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
294,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
295,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
296,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
297,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
298,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
299,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
300,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
301,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
302,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
303,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
304,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
305,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
306,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
307,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
308,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
309,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
310,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
311,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
312,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
313,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
314,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
315,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
316,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
317,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
318,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
319,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
320,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
321,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
322,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
323,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
324,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
325,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
326,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
327,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
328,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
329,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
330,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
331,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
332,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
333,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
334,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
335,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
336,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
337,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
338,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
339,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
340,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
341,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
342,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
343,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
344,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
345,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
346,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
347,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
348,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
349,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
350,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
351,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
352,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
353,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
354,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
355,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
356,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
357,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
358,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
359,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
360,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
361,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
362,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
363,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
364,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
365,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
366,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
367,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
368,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
369,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
370,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
371,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
372,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
373,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
374,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
375,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
376,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
377,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
378,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
379,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
380,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
381,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
382,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
383,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
384,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
385,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
386,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
387,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
388,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
389,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
390,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
391,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
392,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
393,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
394,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
395,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
396,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
397,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
398,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
399,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
400,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
401,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
402,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
403,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
404,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
405,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
406,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
407,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
408,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
409,bahrain,2024,bahrain,MEDIUM,,,missing,0,missing,0
